SUPPLIER,TYPE,DESCRIPTION,PARTNUMBER,PRICE,NOTES
JCI 2025,,MX1 LCD Module Kit Replacement,FP0913,387.545328,
JCI 2025,,MX1 2nd Loop to Controller Loom FRC 10way Style C 400mm,LM0169,17.0730225,
JCI 2025,,MX1 Display Interconnecting Loom FRC 26way Style B 230mm,LM0291,27.2103855,
JCI 2025,,MX1 LCD to Keyboard Loom 16way FRC Style D 125mm,LM0323,31.000425,
JCI 2025,,MX1 Keyboard to Main Board Loom 10way FRC Style B 1mtr,LM0324,22.5756945,
JCI 2025,,MX1 Keyboard to main board EXTENDED loom (for MX1 BTO),LM0408,79.9443255,
JCI 2025,,MX1 Loom to 1st Display Board FRC,LM0339,26.47512,
JCI 2025,,MX1 MCP/SWITCH LOOM (IP30),LM0394,23.3278005,
JCI 2025,,F3200 / MX1 DOOR SWITCH ASSEMBLY for MX1 used in Titania panels,SW0030,26.5225515,
JCI 2025,,MX1 DOOR SWITCH (used in Cream Ripple panels),SW0153,42.06841875,
JCI 2025,,"ECM Programming Lead for MX1 DB9(Fem) - DB9 (Fem), Null Modem",LM0076,103.191477,
JCI 2025,,Sounder Buzzer for MX1 PA1057 keyboard,SN0024,36.47613675,
JCI 2025,,MX1 Networking Options,,,
JCI 2025,,I-HUB Upgrade Kit c/w Mounting Plate,FP0771,1357.718808,
JCI 2025,,Panel Link Internet Protocol Bridge (P.I.B),FP0986,975.428025,
JCI 2025,,MX1 DIN Module Mtg Bracket C/W Screws,FP1012,237.6312743,
JCI 2025,,IP Network Side rail Mounting Bracket  C/W Mtg Hardware Only suits 8U cabinet has 15U has gearplate wings,FP1013,211.3251,
JCI 2025,,OSD 139 Fibre modem x 2 mounting kit,FP1032,411.0627,
JCI 2025,,"Fibre Optic Modem, Multi-mode (Not Listed AS7240.2)",OSD139HS,626.7559785,
JCI 2025,,"Fibre Optic Modem, Single-mode (Not Listed AS7240.2)",OSD139HSL,805.830285,
JCI 2025,,MOXA 5 Port E/NET Switch (2 Multi Mode Fibre),SU0319,2155.655688,
JCI 2025,,MOXA 5 Port E/NET Switch (2 Single Mode Fibre),SU0320,2773.7694,
JCI 2025,,MOXA 5 Port E/NET Switch EDS-405A (Not Listed AS 7240.2),SU0325,1124.762472,
JCI 2025,,MOXA 8 Port E/NET Switch EDS-408A (Not Listed AS 7240.2),SU0326,1589.262782,
JCI 2025,,WESTERMO SHDSL Ethernet Extender DDW-120,SU0328,2949.2505,
JCI 2025,,CCU Modules ,,,
JCI 2025,,CCU3/F1300SST-MX4428 CCU3 SINGLE MODE FIBRE FOR MX4428 1300NM,557.202.553,7627.64507,
JCI 2025,,CCU3/C422FM820ST-HUB CCU3 Board HUB - Multimode Fibre 820nm ST Interface,557.202.554,7774.08944,
JCI 2025,,CCU3/F1300SST-HUB CCU3 SINGLE MODE FIRBE HUB 1300NM,557.202.556,5326.12794,
JCI 2025,,CCU3 DAUGHTER BOARD SINGLE MODE 1300NM ST CONN REQUIRES BASE CCU3,557.202.559,3263.3181,
JCI 2025,,"CCU3 BOARD I/FACING TO MX PANEL TO PROFIBUS COPPER, RS232",557.202.560,5693.765248,
JCI 2025,,CCU3/PB Daughter Card with Profibus (2000.000.431),557.202.561,2721.537044,
JCI 2025,,CCU3/F820MST-MX4428 CCU3 Board Multimode Fibre 820nm ST Interface,557.202.562,8007.394946,
JCI 2025,,QE20 Base Panels,,,
JCI 2025,,"QE20 4x60W WIP, ROM 27APSU ",QTB000,16730.0325,
JCI 2025,,"QE20 4x25W WIP, ROM 27APSU ",QTS000,15130.9575,
JCI 2025,,MX1 /QE20 combo 1 MX loop,QTC000,19219.0275,
JCI 2025,,"QE20 4x25W WIP, ROM 27APSU ",QTE000,15682.5225,
JCI 2025,,"QE20 SECP RS485NW, WIP",QTD000,12139.065,
JCI 2025,,QE20 Kits / Spares,,,
JCI 2025,,"FP,KIT,QE20,MODULE MTG FRAME C/W MTG",FP1186,213.9207,
JCI 2025,,"FP,KIT,QE20,5 MODULE SUPPORT KIT,15U",FP1187,306.5241375,
JCI 2025,,"FP,KIT,QE20,9 MODULE SUPPORT KIT,27U",FP1189,424.650975,
JCI 2025,,"FP, QE20 CONTROLLER MODULE",FP2000,1613.587185,
JCI 2025,,"FP,QE20 PSE,24V,27A,SPARE",FP2001,1622.44467,
JCI 2025,,"FP,QE20 RELAY OUTPUT MODULE",FP2002,2143.38159,
JCI 2025,,"FP,QE20 BASIC WIP MODULE",FP2003,962.3187,
JCI 2025,,"FP, QE20 RS485 NETWORK MODULE",FP2005,1118.50893,
JCI 2025,,"FP, QE20 AMP MODULE, QUAD 25W",FP2006,1286.618954,
JCI 2025,,"FP,QE20 AMP MODULE,QUAD 60W,C/W RELAYS",FP2007,1720.55835,
JCI 2025,,"FP, QE20 AMP MODULE, DUAL 120W",FP2008,1520.222954,
JCI 2025,,"FP, QE20 AMP MODULE, 240W",FP2009,1652.3157,
JCI 2025,,"FP, QE20 USER INTERFACE MODULE",FP2010,1548.9243,
JCI 2025,,"FP, QE20 8Z/8WIP EXTENDER MODULE",FP2011,847.0037625,
JCI 2025,,"FP, QE20 16 WIP EXTENDER MODULE",FP2012,618.455775,
JCI 2025,,"FP, QE20 16 ZONE EXTENDER MODULE",FP2013,628.45965,
JCI 2025,,"FP, QE20 WIP TRAY",FP2014,571.626825,
JCI 2025,,"FP, QE20 EXTENDER MODULE BLANK",FP2015,161.59773,
JCI 2025,,"FP, QE20 RACK CAB COOLING MODULES",FP2019,2043.288765,
JCI 2025,,"FP,QE20 19"" RACK CAB BATTERY SHELF",FP2020,218.300775,
JCI 2025,,"FP,QE20,8 ZONE EXPANSION BRD,C/W LOOM & MTG",FP2021,418.41072,
JCI 2025,,"FP,QE20,8 WIP EXPANSION BRD,C/W LOOM & MTG",FP2022,398.87883,
JCI 2025,,"FP,QE20,2 x 4 WAY 100V SPLITTER MODULE",FP2023,899.213175,
JCI 2025,,"FP,QE20,FIBRE IP NETWORKING KIT,SINGLE MODE",FP2024,7920.4734,
JCI 2025,,"FP,QE20,FIBRE IP NETWORKING KIT,MULTI MODE",FP2025,6152.031638,
JCI 2025,,"FP,QE20 SECP CONTROLLER MODULE C/W MTG",FP2026,1699.371765,
JCI 2025,,"FP,QE20 FUSED POWER DIST BRD & LOOMS,C/W MTG",FP2027,306.1456125,
JCI 2025,,"FP,QE20 COOLING FAN FILTER,5 PACK",FP2028,302.92815,
JCI 2025,,"FP2029 QE20 GP MOUNTING BRACKET,1 MODULE WIDE",FP2029,163.0903545,
JCI 2025,,Loom 600mm 4100 PDI POWER/ 'COMM PDI TO PDI BAY - QE20 4-Way QBus / UBus ,734-008,28.086555,
JCI 2025,,Loom 840mm 4100 POWER / COMM HARNESS - QE20 4-Way QBus / UBus ,733-672,34.62963,
JCI 2025,,Loom 2400mm 4100 PDI Cabinet to PDI Cabinet Harness - QE20 4-Way QBus / UBus ,734-075,152.5599435,
JCI 2025,,"LOOM,1993-27,QE20,BATT/PSE",LM0650,148.03572,
JCI 2025,,LOOM QE20 BATT/4 PSE 30A FUSED 1993-28,LM0651,258.6948,
JCI 2025,,LOOM QE20 BATTERY SUPPLY (M6) 1993-29,LM0652,64.9209,
JCI 2025,,LOOM QE20 BATTERY LINK 100A FUSED 1993-30,LM0653,98.6637,
JCI 2025,,"LOOM,1993-31,QE20,DC SUPPLY BAY LINK",LM0654,18.77175,
JCI 2025,,"LOOM,1993-32,QE20,DC ",LM0655,73.106928,
JCI 2025,,"LOOM,1993-33,QE20,DC ",LM0656,95.1421815,
JCI 2025,,"LOOM,ETHERNET,RJ45,UTP ",LM0660,11.054475,
JCI 2025,,"LOOM,ETHERNET,RJ45,UTP ",LM0669,9.8262,
JCI 2025,,QE20 RACK CAB 40U310 BLANK door titaia,ME0733,2365.704,
JCI 2025,,QE90 - stocked panel,,,
JCI 2025,,"The QE90 stocked panel comes with 10 x 50W amps, 8 x Strobe outputs",,,
JCI 2025,,20 x WIP outputs (2 per zone) and 10 x FIP inputs ,,,
JCI 2025,,QE90 stocked panel (note part number counts up as panels are used),QS1051 (or higher),16463.64854,
JCI 2025,,QE90 - Options ,,,
JCI 2025,,QE90/QE20 Vigilant Paging Console 1929-7,FP0539B,1503.555993,
JCI 2025,,QE20 / QE90 PC BASED PAGING CONSOLE,FP0902,2605.74447,
JCI 2025,,"Loom, QE90 TRAN8872, 26 Way Style D, 1.3m Twisted",LM0047,31.574856,
JCI 2025,,"Loom, 20 Way FRC Style B, 0.25m",LM0048,20.47125,
JCI 2025,,"Loom, 34 Way FRC Style B, 1.2m",LM0060,49.4994825,
JCI 2025,,"Loom, 26 Way FRC Style E, 900mm for QE90",LM0101,64.0379325,
JCI 2025,,"Loom, 26 Way FRC Style E, 4 card cages 6M  for QE90",LM0442,145.23,
JCI 2025,,"Loom, 26 Way FRC Style E, 6 card cages 10M for QE90",SM0586,274.2375,
JCI 2025,,QE90 - Upgrade Kits,,,
JCI 2025,,QE90 4U MODULE BLANK UPGRADE KIT,FP1067,89.22684,
JCI 2025,,QE90 FIP/BGA MASTER UPGRADE KIT,FP1068,1087.309973,
JCI 2025,,QE90 FIP/BGA EXTENDER UPGRADE KIT,FP1069,491.326377,
JCI 2025,,QE90 STROBE MASTER UPGRADE KIT,FP1070,1444.50872,
JCI 2025,,QE90 SPIF MODULE UPGRADE KIT,FP1071,1050.74832,
JCI 2025,,QE90 ECM MODULE + LOOMS (NO SOFTWARE) UPGRADE KIT,FP1072,1955.397423,
JCI 2025,,QE90 WIP SLAVE + TERM BOARD UPGRADE KIT,FP1073,1387.45944,
JCI 2025,,QE90 100W AMP + TRANSFORMER UPGRADE KIT,FP1074,1331.695755,
JCI 2025,,QE90 2x50W AMP + TRANSFORMER UPGRADE KIT,FP1075,1331.163503,
JCI 2025,,QE90 2x25W AMP + TRANSFORMER UPGRADE KIT,FP1076,2133.186135,
JCI 2025,,QE90 4x10W AMP + TRANSFORMER UPGRADE KIT,FP1077,2325.001748,
JCI 2025,,QE90 4x25W AMP + TRANSFORMER UPGRADE KIT,FP1078,2460.382218,
JCI 2025,,QE90 200W AMP + TRANSFORMER UPGRADE KIT,FP1079,2247.25194,
JCI 2025,,QE90 5 MODULE HINGE UPGRADE KIT,FP1080,287.41944,
JCI 2025,,QE90 6 MODULE HINGE UPGRADE KIT,FP1081,301.9673145,
JCI 2025,,QE90 7 MODULE HINGE UPGRADE KIT,FP1082,398.386902,
JCI 2025,,QE90 8Z DISPLAY EXTENDER + LOOMS UPGRADE KIT,FP1083,1155.430104,
JCI 2025,,QE90 21U 3-in-1 DOOR REPLACEMENT (see ANZD 3182),SM0595,2370.57075,
JCI 2025,,QE90 - Spares,,,
JCI 2025,,"FAB, 1920-5, QE90 Paging Console, Keyboard Overlay",FA1922,160.4935185,
JCI 2025,,"QE90 Membrane Keyboard 8 Zones, 3 WIP/Zone for use on 21U cabinets Obsolete Use ME0382 or FP1083",FA2029,631.1613915,
JCI 2025,,"QE90 Cardframe, 699-038",ME0200,770.8408245,
JCI 2025,,"QE90 Display Keyboard 8 Zone, 3WIP/Zone, 699-091 Obsolete use FP1083",ME0205,0,
JCI 2025,,"QE90 Display Keyboard 8 Zone, blank plate (4U) Obsolete Use FP1067",FZ9026,0,
JCI 2025,,"QE90 Control Panel ECP, 3 WIP/ Zone 699-093",ME0207,3366.685398,
JCI 2025,,QE90 Fluorescent Light 699-059,ME0208,453.0178703,
JCI 2025,,QE90 WIP Tray,ME0209,376.83477,
JCI 2025,,QE90 Microphone DIN plug for old ECP9002 ,ME0213,270.9656535,
JCI 2025,,QE90 Auto/Manual/Isolate Keyswitch,ME0297,122.6719185,
JCI 2025,,"QE90 Mech Assy ECP+2Z Keyboard, 3WIP/ZONE",ME0381,476.4478725,
JCI 2025,,Includes Metalwork & Mylar Keyboard. Not for use on 21U Panels,,,
JCI 2025,,"QE90 Mech Assy 8 ZONE Keyboard , 3WIP/ZONE",ME0382,541.6447095,
JCI 2025,,Includes Metalwork & Mylar Keyboard. Not for use on 21U Panels,,,
JCI 2025,,QE90 Paging Console PCB Assy 1929-1,PA0484,1375.514659,
JCI 2025,,QE90 ECP9702-3 EVAC CNTL PANEL 3 WIP/ZONE pcb Only OBSOLETE Use PA0643,PA0623,0,
JCI 2025,,"QE90 WIP Slave, OV Ref Inputs, WIPS2017 (compatible with WIPS2000) OBSOLETE Use PA1144S",PA0642,0,
JCI 2025,,QE90 Evac Control Panel 3WIP/Zone PCB Assy ECP9702-2,PA0643,2049.213068,
JCI 2025,,QE90 Audio Line Isolation Module (DIN) ALIN9706 (includes mounting plate for DIN rail),PA0646,415.32072,
JCI 2025,,QE90 Amp 200 Kit (Pair inc. loom),KT0519,1388.11452,
JCI 2025,,QE90 200w Amplifier Card Module AMP2009 (Single Amp),PA0647,2082.17178,
JCI 2025,,QE90 200w Transformer ModuleTRAN200,PA0648,1304.342071,
JCI 2025,,"QE90 WIP Slave, OV Ref Inputs, WIPS2017 (compatible with WIPS2000)",PA1144S,1367.15196,
JCI 2025,,QE90 Spares,,,
JCI 2025,,QE90 Secondary Panel Interface (DIN) PCB Assy SPIF9709 Obsolete use FP1071,PA0649,0,
JCI 2025,,QE90 4x10W / 2x25W Amplifier Card EAMP9001,PA0650,1378.304697,
JCI 2025,,QE90 FIP/BGA Master PCB Assy (DIN)  FIB8910 Obsolete use FP1068,PA0651,0,
JCI 2025,,QE90 FIP/BGA Extension PCB Assy (DIN) FIPE9004 Obsolete use FP1069,PA0652,0,
JCI 2025,,QE90 Display Keyboard 3WIP/ Zone PCB Assy EMSP8911-2 Obsolete Use SM0595,PA0653,0,
JCI 2025,,QE90 Master Phone Ring PCB Assy RING9006,PA0656,434.6537685,
JCI 2025,,QE90 Signal Interface PCB Assy (DIN) SE9004,PA0657,251.599851,
JCI 2025,,QE90 Backplane PCB Assy BPLN9001,PA0660,675.4611765,
JCI 2025,,QE90 2x50W/ 1 x 100W Amplifier Card Module PCB Assy HAMP9308,PA0690,1311.52748,
JCI 2025,,QE90 2x50W Transformer Card Module PCB Assy HTRN9308-1,PA0691,1013.154917,
JCI 2025,,QE90 1x100W Transformer Card Module PCB Assy HTRN9308-2,PA0692,729.7018005,
JCI 2025,,QE90 2x50W Transformer Card Module Music Switch TRAN9705-4,PA0695,1925.001711,
JCI 2025,,QE90 1x100W Transformer Card B495Module Music Switch HTMS9408-2,PA0696,1229.568783,
JCI 2025,,QE90 Strobe  Board PCB Assy STRM9502 Strobe/Relay Module Obsolete use FP1070,PA0697,0,
JCI 2025,,"QE90 Evac Communication Module, PCB Assy (DIN) ECM9603 Obsolete use FP1072",PA0698,0,
JCI 2025,,QE90 Multiplexer 16 sec Speech EMUX9601 (replaces PA0654),PA0758S,1046.98161,
JCI 2025,,QE90 Multiplexer 60 sec Speech EMUX9601,PA0759S,1177.768332,
JCI 2025,,"ECM, IN/OUT TERMINAL BOARD",PA0790,0,
JCI 2025,,QE90 4 x 25W Transformer Module c/w Relays TRAN9705-2,PA0792,1247.886458,
JCI 2025,,QE90 2 x 25W Transformer Module c/w Relays TRAN9705-4,PA0794,1017.642215,
JCI 2025,,QE90 4 x 10W Transformer Module without Relays TRAN 9706-1,PA0795,1008.405587,
JCI 2025,,QE90 4 x 10W Transformer Module c/w Relays TRAN 9706-2,PA0796,1202.243759,
JCI 2025,,QE90/Microvac Comms Interface PCB MCOM9903,PA0820,166.91871,
JCI 2025,,QE90 Spares,,,
JCI 2025,,QE90 WIP Termination PCB Assy  DIN WTRM+B3322000 ,PA0916,613.1794455,
JCI 2025,,QE90 L003 KeySwitch 3 Position,SW0018,74.384334,
JCI 2025,,Switch Circuit Breaker DC 50A 65V,SW0142,415.0832535,
JCI 2025,,Special 8 zone m/brane K'board Extender - Monash Clayton ,SP1027,364.5154808,
JCI 2025,,Special ECP Membrane Keypad - Monash Clayton ,SP1026,424.833285,
JCI 2025,,Micro Switch Mounting Plate for QE90,FA2138,84.81980475,
JCI 2025,,QE90 6 Module Hinge Support Kit Obsolete Use FP1081 ,KT0120,0,
JCI 2025,,QE90 5 Module Hinge Assembly - complete Obsolete Use FP1080,KT0104,0,
JCI 2025,,QE90 6U Smoked Perspex,FA1852,100.8154215,
JCI 2025,,QE90 In-cabinet battery link kit 350mm long can use FP1082,KT0500,51.2474955,
JCI 2025,,QE90 BATTERY INTER CABINET WIRING KIT 1.2M,KT0501,75.92663025,
JCI 2025,,QE90 7 Module Support Kit Obsolete Use FP1082,KT0105,0,
JCI 2025,,QE90 WIP Blanking Plates,FA2156,53.51748675,
JCI 2025,,QE90 FIP EOL Zener 10V 1W OBSOLETE Uses 10K resistors now,DD0084,0,
JCI 2025,,QE90 WIP Slave Backplane,PA0808,243.3212775,
JCI 2025,,QE90 ECM DIN Mounting Plate,FA2058,102.4985445,
JCI 2025,,QE90 - Software,,,
JCI 2025,,"QE90 Software Speech ""Please Evacuate The Building..""",SF0118,95.5414095,
JCI 2025,,"QE90 ECP WIP ""Generic"" V2.09",SF0177,262.1872725,
JCI 2025,,BLANK CHIP FOR QE90 ECM FIELD UPGRADE.,SF0319,99.50255775,
JCI 2025,,BLANK CHIP FOR QE90 ECP V1.XX FIELD UPGRADEPACK OF 10,SF0320,243.0865148,
JCI 2025,,"BLANK CHIP FOR QE 90 ECP V2.XX FIELD UPGRADE,",SF0321,311.6952525,
JCI 2025,,QE90 Blank Chip Flash Software Chip for Field Upgrade ECP Ver 6,SF0357,74.711874,
JCI 2025,,Empty Cabinets/Battery Boxes,,,
JCI 2025,,Dulux Cream Ripple 288 57289.,Current COLOUR,0,
JCI 2025,,F3200 Empty Cabinet with Window 750H x 211D x 550Dmm,FP0556,935.470617,
JCI 2025,,F3200 Empty Cabinet with Blank Door 750H x 211D x 550Wmm,FP0557,1105.125831,
JCI 2025,,8U Battery Box (550x440x 211mm),FP0576,980.9558348,
JCI 2025,,"F3200 8U Small Empty Cabinet, Full Window 440H x 211D x 550Wmm",FP0584,0,
JCI 2025,,MX1 Empty Cab/Blank Door &,FP0944,1807.785883,
JCI 2025,,"Small QE90 Cabinet, 21U310, Full Window Door ",ME0251,1601.534949,
JCI 2025,,"19""Rack Cab 1919-20-3 18Ux135d Full Window 885H x 205D x 575Wmm",ME0252,1495.295187,
JCI 2025,,"19""Rack Cab 1919-20-4 18Ux310d Full Window 885H x 380D x 575Wmm",ME0253,1715.245095,
JCI 2025,,"19""Rack Cab 1919-20-5 28Ux135d Full Window 1050H x 205D x 575Wmm",ME0254,1941.624366,
JCI 2025,,"19""Rack Cab 1919-20-6 28Ux310d Full Window 1330H x 380D x 575Wmm",ME0255,2407.36562,
JCI 2025,,"19""Rack Cab 1919-20-7 40Ux135d Full Window 1865H x 205D x 575Wmm",ME0256,3307.909272,
JCI 2025,,"19""Rack Cab 1919-20-8 40Ux310d Full Window 1865H x 380D x 575Wmm",ME0257,2960.851364,
JCI 2025,,"Small QE90 Cabinet, 21U310, Blank Door",ME0261,1516.981193,
JCI 2025,,"19"" Rac Cab, 18U135, Blank Door885 x 205D x 575Wmm",ME0262,1458.631487,
JCI 2025,,"19""Rack Cab 18U310 Blank Door 885 x 380 x 575Wmm",ME0263,1712.076146,
JCI 2025,,"19"" Rack Cab 28U310, Blank Door 1330H x 380D x 575Wmm",ME0265,2023.301409,
JCI 2025,,"19"" Rack Cab 40U310, Blank Door 1865H x 380D x 575Wmm",ME0267,2397.171924,
JCI 2025,,"19"" Rack Cab 21U310, Full Window 1050H x 355D x 575Wmm",ME0268,1773.948452,
JCI 2025,,"19"" Rack Cab 21U310, Blank Door 1050H x 355D x 575Wmm",ME0269,2126.877823,
JCI 2025,,"21U OUTER DOOR, FULL WINDOW CREAM TO SUIT 21U CABINET",ME0273,626.073243,
JCI 2025,,"Cabinet door, full window to suit 28U cabinet 1919-20",ME0274,1451.84886,
JCI 2025,,"Cabinet door, full window to suit 40U cabinet 1919-20",ME0276S,984.2393145,
JCI 2025,,"19"" Rack IP65 Cab 20U x 310mm",ME0341,4189.285731,
JCI 2025,,"19""Rack IP65 Cabinet 20U x 200mm 1919-35 990H x 260D x 630Hmm",ME0250,4324.072535,
JCI 2025,,"19"" Rack Cab.IP65 20U x 310. 304 SS. 1919-35 990H x 370D x 630Wmm",ME0260,11753.43655,
JCI 2025,,"19"" Rack Cab IP65, 30U310 glass Door 1435H x 370D x 630Wmm",ME0270,6450.433556,
JCI 2025,,"19"" Rack Cab IP65, 40U310 Glass Door 1879H x 370D x 630Wmm",ME0280,5850.66865,
JCI 2025,,"19""Rack Cab IP65, 40U310 Blank Door, 1879H x 370D x 630Wmm",ME0281,5163.717695,
JCI 2025,,"Cabinet door , Blank, to suit 28U cabinet",ME0284,564.6052635,
JCI 2025,,"Cabinet door , Blank, to suit 40U cabinet",ME0286,667.051587,
JCI 2025,,QE90 Door 40U Window Charcoal,ME0303,1104.411191,
JCI 2025,,QE90 Door 21U Window Charcoal,ME0306,821.814855,
JCI 2025,,QE90 Door 40U Window Black,ME0525S,1296.618152,
JCI 2025,,40U 310Deep Cabinet full window (Charcoal) ,ME0315,0,
JCI 2025,,28U 135Deep Cabinet Full Window(Charcoal),ME0312,2628.560876,
JCI 2025,,40U 310Deep Cabinet full window (Black) ,ME0530,2964.220623,
JCI 2025,,18U 310Deep Cabinet Full Window(Charcoal),ME0545,2756.352603,
JCI 2025,,28U Door Only Full Window Rack Cabinet (Charcoal),ME0302,803.1136343,
JCI 2025,,Cage Nut to suit Vigilant Cabinets,NT0030,1.2364635,
JCI 2025,,Screw Machine PH POZI M6 X 12 ZP,SC0058,0.4012365,
JCI 2025,,MCP Blanking Plate for Vigilant Cabinets,FA1174,67.493016,
JCI 2025,,MX1 Empty Cabinet 15U X 180mm Window (Titania),FP1030,855.70443,
JCI 2025,,MX1 Empty Cabinet 15U X 180mm Blank Door (Titania),FP1031,798.2067915,
JCI 2025,,MX1 Battery Box 8U X 180mm (Titania),FP1029,795.7094535,
JCI 2025,,"ME,1919-118,QE20 RACK CAB,28U135 FULL WNDW,TITANIA",ME0716,3197.888684,
JCI 2025,,"ME,1919-118,QE20 RACK CAB,28U310 FULL WNDW,TITANIA can be used for MX1 gearplates & 4100ESi bays",ME0717,3197.888684,
JCI 2025,,"ME,1919-118,QE20 RACK CAB,28U135 FULL WNDW,BLACK",ME0718,3197.888684,
JCI 2025,,"ME,1919-118,QE20 RACK CAB,28U310 FULL WNDW,BLACK",ME0719,3197.888684,
JCI 2025,,"ME,1919-119,QE20 RACK CAB,40U135 FULL WNDW,TITANIA",ME0720,3454.845574,
JCI 2025,,"ME,1919-119,QE20 RACK CAB,40U310 FULL WNDW,TITANIA can be used for MX1 gearplates & 4100ESi bays",ME0721,3050.667746,
JCI 2025,,"ME,1919-119,QE20 RACK CAB,40U135 FULL WNDW,BLACK",ME0722,3454.845574,
JCI 2025,,"ME,1919-119,QE20 RACK CAB,40U310 FULL WNDW,BLACK",ME0723,3561.924782,
JCI 2025,,"ME,1919-121,QE20 RACK CAB,28U310 BLANK DR,TITANIA can be used for MX1 gearplates & 4100ESi bays",ME0729,2978.396026,
JCI 2025,,"ME,1919-121,QE20 RACK CAB,28U310 BLANK DR,BLACK",ME0731,2978.396026,
JCI 2025,,"ME,1919-122,QE20 RACK CAB,40U310 BLANK DR,TITANIA can be used for MX1 gearplates & 4100ESi bays",ME0733,2365.704,
JCI 2025,,"ME,1919-122,QE20 RACK CAB,40U310 BLANK DR,BLACK",ME0735,3325.702943,
JCI 2025,,"ME,1919-121,QE20 RACK CAB,28U135 BLANK DR,TITANIA",ME0728,2673.264909,
JCI 2025,,"ME,1919-121,QE20 RACK CAB,28U135 BLANK DR,BLACK",ME0730,2673.264909,
JCI 2025,,"ME,1919-122,QE20 RACK CAB,40U135 BLANK DR,TITANIA",ME0732,3240.707914,
JCI 2025,,"ME,1919-122,QE20 RACK CAB,40U135 BLANK DR,BLACK",ME0734,3240.707914,
JCI 2025,,Cabinet Doors/Gear Plates & Accessories,,,
JCI 2025,,F4000 RAC 7U Blank Inner Door 1901-90,FA1193,96.07049475,
JCI 2025,,F3200  Metal Blanking Plate 9.5U 1931-24 (Obsolete whan stock used Alt use FZ9035),FA1227,126.7518,
JCI 2025,,F3200 Blank Outer Door,FA1228,245.1227475,
JCI 2025,,Gear Plate 18U Sideless 770H x 483W x 10mm Deep,FA1983,230.162976,
JCI 2025,,Gear Plate 18U Sided  770x483x180mm,FA1984,776.8243005,
JCI 2025,,F4000/F3200 Standard Gear Plate,FA2040,114.737262,
JCI 2025,,"19""Rack 7U Blank Inner Door",FZ9002,138.0119918,
JCI 2025,,"19""Rack 6U Blank Acrylic Panel",FZ9003,51.268971,
JCI 2025,,"19""Rack 4U Blank Panel",FZ9004,44.70078975,
JCI 2025,,"19""Rack 3U Blank Panel",FZ9005,42.65150175,
JCI 2025,,"19""Rack 2U Blank Panel",FZ9006,48.22153575,
JCI 2025,,"19""Rack 1U Blank Panel",FZ9007,87.901848,
JCI 2025,,QE90 5.5U Blanking Plate,FA2017,86.19269175,
JCI 2025,,"F4000 19' Rack, 5U Blank Panel",FZ9015,212.458203,
JCI 2025,,"F4000 19' Rack, 6U Blank Panel",FZ9016,62.77172775,
JCI 2025,,19 RAC 9U hinged door blank grey metal ,FZ9035,106.6388355,
JCI 2025,,"Kit, ASE, 3U 19"" Rack Mounting Front Panel",KT0199,177.4038525,
JCI 2025,," KIT, 19"" RACK CAB 40U DOOR HINGING UPGRADE",KT0569,148.0946618,
JCI 2025,,"19"" Rack, 3U WA AIU Bracket & Loom",FZ9028,278.6245275,
JCI 2025,,"19"" Rack LED Display Door (64 Zone)",ME0060,357.2233125,
JCI 2025,,"19""Rack Doc. Tray 1U, 135 Deep 1919-21-2",ME0258,194.706153,
JCI 2025,,"19""Rack Doc. Tray 1U, 310 Deep 1919-21-1",ME0259,158.5066485,
JCI 2025,,"19"" Rack Stick on Document Holder 3u(Grey",KT0419,51.78399675,
JCI 2025,,"19"" Rack Cab 28U Full Window - Door Only",ME0274,1451.84886,
JCI 2025,,"Mech Assy, 1919-64, RAC CAB Outer Door 21U Blank",ME0283,647.8187318,
JCI 2025,,MCP Blanking Plate for Vigilant Cabinets,FA1174,67.493016,
JCI 2025,,F3200Small Cabinet Blank Door,FA1262,667.886814,
JCI 2025,,"19"" Rack Cabinet  Lock Latch",FA1979,15.115971,
JCI 2025,,"19"" Rack Cabinet 28U Outer Door Window ",FA2112,194.6804288,
JCI 2025,,"19"" Cabinet Micro Switch Mounting Plate",FA2138,84.81980475,
JCI 2025,,4U Internal Door behind 7U Blank Door & Mounting Kit 80mm,KT0197,210.361638,
JCI 2025,,4U Internal Door behind 7U Blank Door & Mounting Kit 40mm,KT0196,226.788696,
JCI 2025,,"19"" Rack CAB 28U Blank Door",ME0284,564.6052635,
JCI 2025,,"19"" Rack Cab 40U Blank Door",ME0286,667.051587,
JCI 2025,,"F3200/F4000 Outer Door, MCP Blank, No Hinges",ME0336,452.4228135,
JCI 2025,,"F4000 19"" Rack 4U Door + AS4428 Keyboard & LCD Module",ME0355,1048.087058,
JCI 2025,,"BOWS EWCIE Gearplate suits 15U, 28U /40U BOWS cabinets C/W mounting hardware",ME0579S,244.1565045,
JCI 2025,,QE90 5 Module Hinge Assembly - complete,KT0104,0,
JCI 2025,,MX DIN RAIL MOUNTING BRKT,547.004.002,60.4229415,
JCI 2025,,MX1 GEAR PLATE,FA2454,192.1595295,
JCI 2025,,MX1 8U GEAR PLATE (N),FA2593,195.885297,
JCI 2025,,Cabinet Hinge set 6mm suits 15-40U cabinets CW screws,HW0202,23.4109215,
JCI 2025,,28U and 40U cabinet outer door switch kit MX1 also requires LM0560,KT0572,103.371624,
